21 jul 2005,107.1,68.0,0.00,0.00
22 jul 2005,102.9,73.9,0.00,0.00
23 jul 2005,91.9,60.1,0.00,0.00
24 jul 2005,96.1,64.0,0.00,0.00
25 jul 2005,87.1,57.9,0.00,0.00
26 jul 2005,90.0,55.0,0.00,0.00
27 jul 2005,93.9,60.1,0.00,0.00
28 jul 2005,100.0,64.9,0.00,0.00
29 jul 2005,99.0,75.0,0.00,0.00
30 jul 2005,98.1,68.0,0.00,0.00
31 jul 2005,100.0,68.0,0.00,0.00
1 aug 2005,97.0,73.0,T,0.00
2 aug 2005,88.0,63.0,0.00,0.00
3 aug 2005,91.9,57.9,0.00,0.00
4 aug 2005,98.1,62.1,0.00,0.00
5 aug 2005,105.1,69.1,0.00,0.00
6 aug 2005,102.0,68.0,0.00,0.00
7 aug 2005,98.1,71.1,0.00,0.00
8 aug 2005,99.0,75.0,0.00,0.00
9 aug 2005,99.0,71.1,T,0.00
10 aug 2005,95.0,68.0,0.00,0.00
11 aug 2005,91.0,57.0,0.00,0.00
12 aug 2005,86.0,63.0,0.00,0.00
13 aug 2005,84.9,54.0,0.00,0.00
14 aug 2005,87.1,55.0,0.00,0.00
15 aug 2005,91.9,57.0,0.00,0.00
16 aug 2005,91.9,64.0,0.00,0.00
17 aug 2005,89.1,64.0,0.00,0.00
